State,District,Latitude,Longitude,District code,Population,Male,Female,Literate,Households_with_Internet,Male_Literate,Female_Literate,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Others_Religions,Religion_Not_Stated,Housholds_with_Electric_Lighting,LPG_or_PNG_Households,Rural_Households,Urban_Households,Below_Primary_Education,Primary_Education,Middle_Education,Secondary_Education,Higher_Education,Graduate_Education,Other_Education,Total_Education,Age_Group_0_29,Age_Group_30_49,Age_Group_50,Age not stated,Having_latrine_facility_within_the_premises_Total_Households,Household_size_1_person_Households,Household_size_2_persons_Households,Household_size_3_persons_Households,Household_size_4_persons_Households,Household_size_5_persons_Households,Household_size_6_8_persons_Households,Household_size_9_persons_and_above_Households,sex_ratio,literacy_rate
Rajasthan,Chittaurgarh,24.631623761665463,74.80010997846382,126,1544338,783171,761167,821825,4941,514851,306974,1413163,97855,1274,1515,252,25843,136,4300,268172,59190,366780,88873,245603,225700,170455,90889,58129,67155,10768,1584244,880043,398303,258997,6995,67820,16242,37161,41089,68666,61305,84548,17438,972,53
Rajasthan,Churu,28.29330375536484,74.65846427038629,102,2039547,1051446,988101,1149269,2577,696729,452540,1777879,249736,958,402,188,7104,127,3153,231696,74197,344897,148996,336671,302022,237220,161520,100677,77282,13320,2138938,1293193,458725,272176,15453,200805,4813,15648,24835,60723,71599,123209,46524,940,56
Rajasthan,Dausa,26.91234817629181,76.57342097264443,109,1634409,857787,776622,938051,1719,596935,341116,1582335,45488,439,296,94,3737,115,1905,195277,35600,361084,59610,229035,235474,208537,135234,92559,90833,13764,1687416,1047136,358718,210117,18438,50480,7163,22530,23712,47803,58045,100766,30810,905,57
Rajasthan,Dhaulpur,26.72397054945053,77.74476219780222,106,1206516,653647,552869,683098,1330,435721,247377,1127520,72258,688,1356,92,2739,21,1842,96086,24561,214670,58626,207566,172914,132964,77360,45590,37856,8194,1234550,815651,248416,141365,1084,33172,4893,14102,17283,26244,34591,78457,26614,846,57
Rajasthan,Dungarpur,23.75104807692308,73.84765641025645,124,1388552,696532,692020,681591,1477,415820,265771,1340065,28662,830,240,226,16141,853,1535,141275,26351,322816,31547,238847,175059,114245,60656,42887,39312,4834,1440403,868458,317700,191917,10477,38043,6440,24887,35094,54551,55428,95634,11522,994,49
Rajasthan,Ganganagar,29.256785412667963,73.56192303262948,99,1969168,1043340,925828,1193343,6295,710908,482435,1437144,50688,2077,474853,938,1988,164,1316,283142,88543,397697,164897,237042,314107,238397,163098,105734,104071,19396,1892068,1167889,502211,283484,15584,316783,9836,27061,38326,84197,83183,106572,24702,887,61
Rajasthan,Hanumangarh,29.1813351791531,74.74632573289902,100,1774692,931184,843508,1034136,3360,624281,409855,1433067,118673,1542,216997,241,1935,138,2099,243163,55515,389059,108694,239601,273441,219194,153628,104087,84185,14416,1812006,1058044,453114,242361,21173,278373,6235,19543,30391,75419,71451,97663,28169,906,58
Rajasthan,Jaipur,27.033459290187885,75.77117286012533,110,6626178,3468507,3157671,4300965,76565,2554793,1746172,5819980,687452,12708,18782,1020,81079,257,4900,990085,570997,754841,977838,819004,875940,823570,659389,455527,703673,96562,6479703,4091148,1646480,884057,4493,694107,27696,74295,107364,225998,224361,342195,143995,910,65
Rajasthan,Jaisalmer,26.86900838548185,71.18371877346682,114,669919,361708,308211,308653,754,210415,98238,497045,168129,874,1723,98,1521,34,495,43141,12431,159117,30830,109484,71132,41264,20142,12759,10604,1720,664754,448969,140294,79977,679,26456,3097,8393,9631,15755,19678,43972,12873,852,46
Rajasthan,Jalor,25.07578093797277,72.18647261724662,116,1828730,936634,892096,829582,1585,543923,285659,1732852,78990,730,231,144,14640,82,1061,161845,39745,419216,48202,270997,277152,181691,75304,32366,25210,7850,1904104,1176496,390598,249379,12257,51153,6650,20126,26353,45075,61833,135499,33980,952,45
Rajasthan,Jhalawar,24.24725541474657,76.11242891705065,129,1411129,725143,685986,739792,1750,466815,272977,1299751,96164,842,819,46,12488,42,977,220428,38909,298624,63763,226614,203488,143108,73388,46267,47985,6972,1444502,850546,346110,213674,799,46984,9282,28152,31892,58011,55903,81326,17642,946,52
Rajasthan,Jhunjhunun,28.13517401247401,75.52840893970894,103,2137045,1095896,1041149,1370360,4828,815834,554526,1905682,228178,1004,275,56,548,85,1217,297559,131987,500452,150357,296093,305626,301866,256621,192240,158936,25286,2249252,1298780,494124,330126,14015,205571,6532,19200,33294,75177,80540,122785,46136,950,64
Rajasthan,Jodhpur,26.678460838536967,73.00450847457628,113,3687165,1923928,1763237,2031532,19335,1265753,765779,3224399,411558,6035,4123,514,36697,80,3759,408808,197135,584215,307442,497762,512035,405132,259304,154789,177199,30720,3628898,2359786,836322,489280,1777,248676,13297,39542,53251,105029,121000,224523,69936,916,55
Rajasthan,Karauli,26.51901555555556,76.96081818181815,107,1458248,783639,674609,805849,1059,531904,273945,1370977,81553,602,297,70,3424,413,912,132079,28296,305047,59308,220644,193938,170399,104208,69443,67639,14402,1509599,947173,310688,192042,8345,41754,7143,20306,22939,40877,49793,94555,27046,861,55
Rajasthan,Kota,25.175718080000014,76.18618928000001,127,1951014,1021161,929853,1298345,12843,765396,532949,1661307,243993,5665,11058,280,25742,286,2683,339899,165563,203454,311735,286676,294591,250092,172538,118710,167778,27485,1906012,1177474,495896,275396,2248,195286,15013,32368,43571,82625,79008,103081,24159,911,67
Rajasthan,Nagaur,27.07862016048146,74.14215667001012,112,3307743,1696325,1611418,1758624,4449,1102750,655874,2833443,454487,1912,366,163,12940,276,4156,347344,97267,675712,166489,513871,486057,388822,242053,147701,117444,14853,3443938,2088323,754143,463469,1808,209311,13321,36941,46062,97478,113023,205188,71928,950,53
Rajasthan,Pali,25.80490393541874,73.55285640766907,118,2037573,1025422,1012151,1085693,4043,667381,418312,1870543,143476,1345,1540,141,18974,52,1502,326793,94821,512909,139808,293818,359329,271312,144581,71472,67021,9403,2199986,1207983,467436,343384,18770,124303,18978,43913,44718,69808,80255,139518,31802,987,53
Rajasthan,Rajsamand,25.24894767441859,73.96570215946844,123,1156597,581339,575258,619139,1989,383334,235805,1105676,33677,759,260,100,14966,68,1091,193276,36073,304622,61054,190090,190388,140839,72969,41063,34286,4732,1218884,687165,275099,193668,665,49135,12700,28148,27152,43009,44799,73846,15834,990,54
Rajasthan,Sawai Madhopur,26.251081180223288,76.4219283891548,108,1335551,704031,631520,741748,1887,486184,255564,1165505,155681,945,812,177,9991,42,2398,140947,40116,282057,71264,205450,172925,151108,87349,57625,70870,14384,1346203,841697,309237,183234,1383,52475,8233,23742,24892,43727,50032,82789,20572,897,56
Rajasthan,Sikar,27.64644058641976,75.29317422839503,111,2677333,1374990,1302343,1652117,5647,995275,656842,2342076,327583,1122,356,177,4050,15,1954,339457,131342,527560,178274,369959,438872,367412,282595,200430,181282,19321,2827368,1672813,605002,381226,18292,222955,6964,19690,30424,72596,89223,155915,70901,947,62
Rajasthan,Sirohi,24.7976905263158,72.75309131578943,117,1036346,534231,502115,476806,2146,309900,166906,996562,30479,1284,572,114,6829,56,450,134089,47182,238535,69639,117971,147381,110385,58213,30724,27076,5251,1074093,649290,244401,142251,404,54218,6763,15992,20982,34244,39819,70076,14384,940,46
Rajasthan,Tonk,26.153935071707927,75.79192216427637,120,1421326,728136,693190,749659,1908,478329,271330,1243527,153146,754,378,122,22458,30,911,158264,32359,298911,81755,237191,190750,154825,91853,64431,67155,9919,1478026,880194,334006,205593,1533,49974,8530,23068,26217,48978,51908,84470,24669,952,53
Rajasthan,Udaipur,24.44076752136749,73.84029839743584,130,3068420,1566801,1501619,1582629,14211,973444,609185,2869976,104307,7406,4278,209,78647,373,3224,357846,128320,665449,182769,442946,386075,277392,164290,102085,142672,20010,3064141,1876436,739287,451034,1663,150738,20576,64047,73424,120540,117257,188179,33898,958,52
Sikkim,East,27.29600352941175,88.74908392156858,93,1709346,907500,801846,1352998,80037,748382,604616,1410852,178807,15792,53027,2643,46927,366,932,352758,327253,1086,461132,86484,219061,260094,267825,235187,246988,18644,1503976,948963,497157,262124,1102,331089,13760,29127,50278,90332,68768,82972,19148,884,79
Tamil Nadu,Ariyalur,11.190514836795256,79.22249643916912,616,754894,374703,380191,480604,1749,269582,211022,708397,7942,37403,104,88,65,42,853,177502,39642,223955,30322,60697,134123,113437,96860,53934,57524,16126,766139,380484,216103,157771,536,35933,12986,30209,35012,52855,37933,27758,1353,1015,64
Tamil Nadu,Chennai,13.058098905608748,80.28139151846806,603,4646732,2335844,2310888,3776276,217368,1968079,1808197,3751322,439270,358662,2851,2804,51708,1759,38356,1096334,910262,0,1314125,167207,516445,720331,801050,464207,905515,67277,4061097,2271657,1468902,899279,6894,1057802,30582,139139,237897,377533,182588,122912,15916,989,81
Tamil Nadu,Coimbatore,10.871376995940452,77.07619012178621,632,3458045,1729297,1728748,2635907,63273,1394790,1241117,3044145,211035,190314,1112,435,3284,237,7483,896325,675153,284795,884957,220388,466745,523563,526165,273098,440520,53709,3024107,1579517,1117221,757738,3569,630809,46603,155662,230417,314321,123574,69356,6010,1000,76
Tamil Nadu,Cuddalore,11.57587300613498,79.63002365371497,617,2605914,1311697,1294217,1815281,15396,1000322,814959,2391675,123749,83334,401,236,1280,138,5101,598412,244610,497429,260780,169844,412237,418769,386652,186394,227530,67411,2502878,1364411,764669,473617,3217,230004,25226,75857,107152,192059,131975,97658,7495,987,70
Tamil Nadu,Dharmapuri,12.300141200000006,78.11509813333339,630,1506843,774303,732540,917709,3651,527599,390110,1452956,38304,14089,164,39,37,87,1167,337972,104785,396819,91107,129778,240222,221194,177877,103367,112592,26069,1523923,804186,434328,267536,793,72402,18542,49127,61578,114633,76730,56310,4004,946,61
Tamil Nadu,Dindigul,10.377801390820574,77.78011279554937,612,2159775,1080938,1078837,1481834,9155,816180,665654,1879494,105012,169945,313,256,71,138,4546,500057,209640,443818,269724,207751,386421,372636,282628,153100,163050,29443,2075710,1065734,647806,443528,2707,187447,30279,83532,107295,172444,95903,68502,5217,998,69
Tamil Nadu,Erode,11.267012155963302,77.42034334862392,610,2251744,1129868,1121876,1492662,18604,828300,664362,2115455,76098,55899,435,148,639,157,2913,595211,371015,411286,432398,175017,345914,319484,269016,155344,215514,30391,2118683,1006543,701326,542295,1580,322847,55751,124130,152415,203567,78045,42331,2495,993,66
Tamil Nadu,Kancheepuram,12.496424756511884,80.08820360135913,604,3998252,2012958,1985294,3013382,100322,1611461,1401921,3537399,173785,256762,1620,990,4962,756,21978,961161,622095,438799,774705,183054,535947,608188,634172,312208,526886,67354,3546183,2076492,1200284,715895,5581,651240,37098,128984,196143,325921,179266,115195,11202,986,75
Tamil Nadu,Kanniyakumari,8.183466300191206,77.32053064053538,629,1870374,926345,944029,1548738,15673,780541,768197,909872,78590,876299,160,438,156,10,4849,465692,199188,104253,493788,134236,331559,314029,322511,226312,254107,43034,1836689,887052,556548,425849,925,427853,22630,54799,85208,172003,91353,57448,5760,1019,83
Tamil Nadu,Karur,10.79532776617955,78.08749686847604,613,1064493,528184,536309,727044,4915,401726,325318,993666,53292,16483,115,29,7,79,822,264949,135831,212241,152420,76629,190229,167466,146666,77874,85595,14951,1036340,501585,320645,241843,420,118708,21751,45727,57883,82916,44314,32276,2981,1015,68
Tamil Nadu,Madurai,9.904313833333331,78.01366033333332,623,3038252,1526475,1511777,2273430,34097,1223810,1049620,2760502,168881,97711,520,199,1532,305,8602,754141,391821,417718,592723,234611,525151,532616,453509,250285,363152,39350,2847799,1528178,913715,593827,2532,472221,40659,113256,154348,258941,139168,83006,8561,990,75
Tamil Nadu,Nagapattinam,10.789468161718286,79.79437299431483,618,1616450,798127,818323,1213008,5585,640916,572092,1435072,128617,47579,184,450,963,110,3475,381940,143846,399016,118724,136593,323359,313357,249630,122350,125639,35762,1560262,828444,463326,323706,974,163184,23473,57264,75810,118314,79246,54186,4363,1025,75
Tamil Nadu,Namakkal,11.33766638477801,78.14624841437633,609,1726601,869280,857321,1176131,8960,653312,522819,1673652,32483,16909,183,108,84,199,2983,441044,265276,370357,257127,123573,297179,247516,214836,126468,169206,21582,1588778,817905,510413,397064,1219,194417,36901,87385,100172,146278,67297,38032,1692,986,68
Tamil Nadu,Perambalur,11.260137758112096,78.86034011799416,615,565223,282157,283066,375823,1507,208011,167812,521658,32702,10301,83,39,38,26,376,135751,49390,155413,33179,85210,106751,85101,71650,41447,44025,9189,552384,291371,158218,115151,483,33135,11089,24583,28566,41020,26160,16991,992,1003,66
Tamil Nadu,Pudukkottai,10.130514816433578,79.05444484265728,621,1618345,803188,815157,1110545,4494,608776,501769,1428784,114194,72850,119,81,32,293,1992,354493,82967,399712,104229,97231,283299,270046,251855,121706,111731,31315,1614529,835853,470428,311175,889,109247,17015,42319,60971,109856,85132,68484,6851,1015,69
Tamil Nadu,Ramanathapuram,9.31286995153476,78.99185362412462,626,1353445,682658,670787,978946,5172,536487,442459,1047411,208038,91139,154,86,29,36,6552,291400,100484,290478,126761,246909,293886,236511,189132,105978,97405,16785,1293898,708322,389764,252888,2471,120474,12698,37331,53869,93892,67432,56029,7704,983,72
Tamil Nadu,Salem,11.629324202127655,78.2478257978723,608,3482056,1781571,1700485,2285562,20660,1285107,1000455,3326357,95487,53841,412,174,992,246,4547,835377,448968,572813,597539,188672,571061,518763,457866,242306,296399,60365,3290477,1737345,1029479,713294,1938,321173,54960,141704,176298,277832,157811,104034,6260,954,66
Tamil Nadu,Sivaganga,9.960306580645158,78.56535729032255,622,1339101,668672,670429,959744,5773,526304,433440,1186078,74310,75481,150,80,109,24,2869,314270,113822,309224,143193,101778,216931,236700,199263,103903,115894,23941,1309522,666218,391356,280462,1065,139173,19607,44563,60028,101019,65203,46184,5356,1003,72
Tamil Nadu,Thanjavur,10.387692255892237,79.3194869107745,620,2405890,1182416,1223474,1790998,13495,944264,846734,2075870,190814,133971,231,795,1256,148,2805,555582,223044,479070,274302,138375,431983,419605,373111,178126,222410,49261,2273994,1193095,712017,499235,1543,272623,31686,77638,111423,180123,114151,82659,7394,1035,74
Tamil Nadu,Theni,9.924066666666668,77.43458833333332,624,1245899,625683,620216,870080,4667,479403,390677,1148990,56751,37574,152,79,28,74,2251,312310,147529,189328,221295,90590,219747,213496,156676,95231,101147,14674,1162299,618923,373564,252267,1145,134167,22306,53484,67104,110055,53074,32434,2508,991,70
Tamil Nadu,Thiruvallur,13.275858101752885,80.19724702864492,602,3728104,1876062,1852042,2791721,75634,1495711,1296010,3325823,143093,233633,1422,951,3693,530,18959,909400,621907,387237,732196,181452,461918,600731,622789,303091,451321,66378,3297728,1925296,1154775,643614,4419,636991,32054,118838,185181,321799,164709,103687,12554,987,75
Tamil Nadu,Thiruvarur,10.368927409395978,79.60322893959727,619,1264277,626693,637584,946471,4416,503085,443386,1132785,96092,33192,258,151,279,64,1456,303114,109580,321331,86848,138960,250163,243773,203450,103908,99082,28166,1243066,627880,377118,257116,2163,130231,18370,44333,59777,99402,63701,39566,2822,1017,75
Tamil Nadu,Tiruvannamalai,12.419318947368414,79.23265631578953,606,2464875,1235889,1228986,1626813,6445,909803,717010,2294369,91636,66987,232,157,7898,110,3486,549077,176242,563102,147061,203879,442688,423135,343955,174560,158041,36454,2455139,1301347,683904,477668,1956,135162,27323,68693,90489,165526,126599,105226,9408,994,66
Tamil Nadu,Vellore,12.784882632293078,79.02643283582084,605,3936331,1961688,1974643,2773928,20623,1504355,1269573,3397857,414760,111390,676,438,3514,251,7445,865913,417535,653499,486801,191963,721473,719731,641585,311434,308514,71127,3857257,2096113,1116437,720713,3068,381181,36290,101364,149485,267798,198632,159413,14336,1007,70
Tamil Nadu,Virudhunagar,9.468872195892564,77.87641469194315,625,1942288,967709,974579,1398788,10219,760375,638413,1822626,47838,67405,245,87,98,75,3914,505950,235005,363782,370942,163264,398670,317054,230321,138306,167506,35156,1853523,987538,575006,378174,1570,167021,44466,89433,103255,165669,87049,46868,3392,1007,72
Tripura,Dhalai,23.781360477941163,91.94654283088232,291,378230,194544,183686,276217,273,151643,124574,307120,8256,22940,175,39120,85,206,328,46875,5532,89457,14071,64515,84516,74015,21430,9157,6425,890,370078,232286,95548,50269,127,58161,2656,7394,15688,21755,16461,17546,1597,944,73
Tripura,North Tripura,24.121739755351683,92.17842538226292,292,693947,352860,341087,520402,997,275646,244756,507967,105737,44062,151,34717,307,70,936,81601,19631,150437,42184,129329,179547,158211,47160,22720,18419,3736,715962,414878,178608,100274,187,127388,4713,13394,26582,37055,29908,35094,4185,967,75
Tripura,South Tripura,23.211874098057383,91.6065807585568,290,876001,447544,428457,646810,948,351082,295728,736015,49258,39258,245,49420,106,808,891,133744,20246,219171,44906,129846,223185,204201,70173,31690,26870,5160,879488,505558,236676,133424,343,174397,6972,18930,46045,59663,37438,33881,2354,957,74
Tripura,West Tripura,23.780166241299337,91.41310788863107,289,1725739,879428,846311,1361354,6394,722998,638356,1512801,152791,53622,499,2128,362,430,3106,314567,103228,289621,217016,248343,421485,451563,156277,88122,85405,13478,1743726,940424,499719,284637,959,365146,12111,36334,92416,119992,72621,63285,6711,962,79
Uttar Pradesh,Agra,26.99512974910393,78.05278291517321,146,4418797,2364953,2053844,2680510,27183,1614594,1065916,3922718,411313,10076,12057,4049,21508,384,36692,536402,251013,496971,406852,600839,904836,647340,450571,317618,199395,20781,4104582,2871903,991255,547873,7766,311695,12126,35682,50532,93722,115634,258683,106231,868,61
Uttar Pradesh,Aligarh,27.93748576850093,78.00146831119557,143,3673889,1951996,1721893,2092567,13634,1283380,809187,2904140,729283,7635,5875,2582,2805,91,21478,268120,153283,582117,275942,456870,491605,443958,334738,216997,172585,20498,3489432,2378289,787408,472667,35525,254141,13980,35660,46960,82019,104339,235182,86472,882,57
Uttar Pradesh,Allahabad,25.392038662316445,82.05172446982063,175,5954391,3131807,2822584,3665727,24122,2199340,1466387,5102041,796756,13782,4377,4391,2247,305,30492,391542,204357,983266,265304,823863,934881,738076,596615,502826,428871,36764,5817994,3764404,1335224,818137,36626,278760,20804,58163,68360,118881,151521,325893,154931,901,62
Uttar Pradesh,Ambedkar Nagar,26.39119025974028,82.68282142857147,178,2397888,1212410,1185478,1486939,2509,846676,640263,1985654,401678,2536,869,1817,235,33,5066,99581,21512,501559,65031,342667,392873,353570,247028,172872,194387,15458,2532357,1499494,515229,367234,15931,67875,8025,17701,21375,38671,54820,140623,83242,978,62
Uttar Pradesh,Auraiya,26.66892394014961,79.42637057356607,162,1379545,740040,639505,930836,2404,546198,384638,1273546,101963,1004,371,332,228,444,1657,65479,32687,255836,58438,133123,291837,282449,168866,101542,79012,6531,1339584,856336,320763,202054,392,72893,7160,17368,22137,38295,45908,91569,25933,864,67
Uttar Pradesh,Azamgarh,26.008290954773837,83.01220251256285,191,4613913,2285004,2328909,2771917,6652,1559414,1212503,3878626,718692,3810,719,5652,183,226,6005,183381,49699,891024,80434,831966,1344726,879745,489060,312571,158303,8087,5242604,2930243,965876,699954,17840,135150,11679,27718,33648,60499,90102,255784,180500,1019,60
Uttar Pradesh,Baghpat,29.045793499999988,77.30266300000001,139,1303048,700070,602978,797970,2989,489858,308112,917474,364583,1840,483,161,16139,25,2343,119121,44732,246055,69991,139646,272939,215070,132197,79475,44164,3730,1263921,817140,283276,194548,8084,134051,4170,10173,13918,27562,35346,80067,35854,861,61
Uttar Pradesh,Bahraich,27.691776300578027,81.46779783237004,180,3487731,1843884,1643847,1398368,2681,878285,520083,2291892,1169330,6400,8212,2793,1177,38,7889,85814,38940,698520,61742,447648,493760,215939,104762,65106,47690,7028,3302899,2275746,754346,446242,11397,93687,19848,54608,60205,80324,90878,211072,78243,892,40
Uttar Pradesh,Ballia,25.86075638297873,84.03651978723408,193,3239774,1672902,1566872,1963590,4672,1160960,802630,3004240,213440,4463,892,1595,233,64,14847,119972,62157,564927,64454,436021,515010,443440,409484,323582,200434,20283,3380787,1975934,724362,502628,36850,124786,7886,21363,27690,51466,74415,187993,111627,937,61
Uttar Pradesh,Balrampur,27.449076537911324,82.47158326180256,182,2148665,1114721,1033944,868357,1551,544943,323414,1333242,805975,3228,900,1866,198,87,3169,57400,16229,410070,35768,379253,227932,122911,65516,40633,37109,2777,2208948,1415213,442339,283947,7166,48201,11062,22200,23290,33057,40274,116044,75064,928,40
Uttar Pradesh,Banda,25.351885902503284,80.52487391304344,170,1799410,965876,833534,1002937,1655,630626,372311,1637549,157612,1367,231,168,916,50,1517,73522,26907,378056,67569,325773,415195,249238,114783,61702,63112,5728,1823556,1120432,408527,265310,5141,90787,12166,26640,27123,44496,55384,116889,40039,863,56
Uttar Pradesh,Bara Banki,26.922777025232424,81.35762350597606,176,3260699,1707073,1553626,1692458,3159,1010518,681940,2505444,737106,4857,2090,1553,3016,211,6422,108116,60554,635840,79068,533140,420824,350564,197780,132332,113799,12281,3301561,2043335,709494,445269,62601,103904,23631,47390,55909,78754,91705,197742,72586,910,52
Uttar Pradesh,Bareilly,28.51101940789474,79.43187072368416,150,4448359,2357665,2090694,2191759,15164,1342697,849062,2830768,1536534,14822,28187,4371,931,339,32407,272830,210687,631613,362798,717585,641251,442110,272840,172554,146446,16806,4154119,2893965,952233,514141,88020,462993,17381,47699,66579,106979,125484,284381,97719,887,49
Uttar Pradesh,Basti,26.833880454545447,82.69790590909092,185,2464464,1255272,1209192,1393783,3423,819719,574064,2082976,364510,3493,900,9753,107,99,2626,108101,37593,513960,31065,470355,349221,324085,211477,162961,143642,13030,2695963,1574037,519265,363891,7271,62328,11671,21232,24237,39549,53859,142675,86567,963,57
Uttar Pradesh,Bijnor,29.313974259681096,78.45098815489754,134,3682713,1921215,1761498,2135393,7303,1241471,893922,2032081,1585210,6184,50624,1736,2134,41,4703,268353,128042,683875,224648,498971,827447,549594,255028,159528,148185,14658,3762094,2404576,786305,450186,41646,380737,12247,39934,53828,92798,111220,240708,78073,917,58
Uttar Pradesh,Bulandshahr,28.34875862068968,78.01082758620684,142,3499171,1845260,1653911,2031656,7865,1253314,778342,2707195,777407,4088,2765,669,1572,86,5389,223922,124641,658449,221628,443641,540754,475146,338138,217882,151182,17796,3369857,2246254,753949,472808,26160,257848,14191,33933,43390,79984,103932,226492,80754,896,58
Uttar Pradesh,Chandauli,25.1180859611231,83.25307062634984,196,1952756,1017905,934851,1174606,3492,699454,475152,1727869,215081,2153,1389,340,100,1175,4649,99602,32433,344937,50822,295979,367768,276638,196240,135962,88299,7586,1911719,1222695,437000,287767,5294,74557,5137,15746,18937,35149,49480,111692,58577,918,60
Uttar Pradesh,Chitrakoot,25.159924623803,81.07666087551297,171,991730,527721,464009,531072,827,330339,200733,955372,34559,693,63,101,285,27,630,41046,11637,207237,23558,168472,174106,124256,69641,40266,35826,3660,1000135,638046,214228,136669,2787,27623,5565,12930,12840,21803,27956,62762,23602,879,54
Uttar Pradesh,Deoria,26.42218856548857,83.8244070686071,190,3100946,1537436,1563510,1875239,4469,1079288,795951,2730957,358539,3626,818,1182,209,146,5469,150001,60348,597778,67928,602403,473097,449571,372031,277548,194341,23334,3522433,1946336,664708,481219,8683,100060,7466,18005,23641,46678,72558,184244,119972,1017,60
Uttar Pradesh,Etah,27.591155309734443,78.70021858407083,201,1774480,947339,827141,1055202,2635,647042,408160,1611126,146346,2464,708,2887,5671,18,5260,69591,37027,334246,67752,238019,214091,201984,178434,119665,88607,8092,1767202,1149372,383707,237427,3974,57574,6907,17777,21331,35582,48065,116471,44341,873,59
Uttar Pradesh,Etawah,26.78817670157068,79.07621806282728,161,1581810,845856,735954,1062003,2964,623583,438420,1457892,113961,1362,1045,1733,3917,94,1806,113098,47520,265643,85483,171216,292852,298700,195192,121283,118571,13400,1608922,979633,362026,237786,2365,93434,8175,18470,23209,40294,49444,101056,34685,870,67
Uttar Pradesh,Faizabad,26.60589185185181,82.00783530864202,177,2470996,1259628,1211368,1450901,4746,838339,612562,2094271,365806,3225,1912,737,358,185,4502,127754,58328,510378,79288,356093,361114,347114,231129,176303,179996,18947,2652611,1534832,543148,367332,25684,94981,15511,28653,34082,54349,68240,151205,65789,962,59
Uttar Pradesh,Farrukhabad,27.45063297872342,79.4406284574468,159,1885204,1006240,878964,1092677,2624,654827,437850,1596278,276846,3137,3160,3161,487,100,2035,88081,59209,316647,94843,270550,330084,257279,184298,115069,110391,9368,1987999,1224584,411153,246795,2672,113500,8334,20553,26464,40019,49229,115249,48208,874,58
Uttar Pradesh,Fatehpur,25.8374362030905,80.85416203090509,172,2632733,1384722,1248011,1512166,3385,911003,601163,2274674,350700,2201,402,172,199,47,4338,75263,43492,558807,77733,409875,463642,376472,227119,134445,116445,10212,2633388,1624830,603831,395547,8525,117023,14416,34068,41991,68525,83513,176529,53979,901,57
Uttar Pradesh,Firozabad,27.20963993055552,78.42660624999998,147,2498156,1332046,1166110,1521806,5834,912314,609492,2140745,314812,3370,1804,3395,19077,61,14892,196080,100919,349747,185621,324525,416295,368905,277163,166249,108627,11313,2345192,1621154,543730,312689,20583,146593,7965,24179,32308,54596,71306,165206,56587,875,61
Uttar Pradesh,Gautam Buddha Nagar,28.393311038961038,77.52462467532465,141,1648115,890214,757901,1122947,53181,666065,456882,1394025,215500,7366,9261,895,4518,91,16459,257586,193902,170835,338935,201277,330623,283031,218587,194796,101645,5058,1677301,1015648,402967,188862,40638,245877,12898,29449,40846,65967,56955,84350,25813,851,68
Uttar Pradesh,Ghaziabad,28.74997308584685,77.67441879350343,140,4681645,2488834,2192811,3123264,78116,1811397,1311867,3414427,1186776,19026,23001,3487,16412,265,18251,695130,501592,355407,836316,534606,858286,797473,597661,475439,255949,26399,4430883,2891069,1139871,559963,90742,701900,17906,51607,87682,163121,161596,263640,84291,881,67
Uttar Pradesh,Ghazipur,25.624724775583484,83.5360854578097,195,3620268,1855075,1765193,2197549,5309,1293553,903996,3233790,368153,4181,810,3145,213,184,9792,105767,36798,700173,61467,566504,691057,563310,449909,334003,186306,12795,3812880,2234593,774130,556273,55272,116171,8780,22682,28154,52985,78173,204877,129310,952,61
Uttar Pradesh,Gonda,27.157215552099505,82.0226888024882,183,3433919,1787146,1646773,1679994,4313,1034181,645813,2739076,678615,4735,1893,649,338,57,8556,104084,45517,673578,52794,678171,425584,305644,192664,144067,118176,8722,3493810,2223078,734903,464584,11354,66742,17296,35174,40008,61929,76439,194853,109862,921,49
Uttar Pradesh,Gorakhpur,26.63315886792452,83.3549560377358,188,4440895,2277777,2163118,2700328,14597,1593890,1106438,4009037,403847,9662,2123,2848,460,207,12711,296619,149727,761958,189170,873031,618398,560246,425913,316166,273903,36253,4557870,2755630,992114,659677,33474,213529,14499,34258,42604,82855,117498,262941,140711,950,61
Uttar Pradesh,Hardoi,27.337409090909137,80.26411767676768,155,4092845,2191442,1901403,2221601,3845,1374587,847014,3508131,556219,5822,5688,6671,446,98,9770,95508,60689,786613,121064,741817,906861,510507,247265,138583,103523,9048,4139208,2598364,905306,559988,29187,173556,24637,53475,63641,93974,115615,264829,92550,868,54
Uttar Pradesh,Jalaun,26.067954587155988,79.36686911314993,165,1689974,906092,783882,1075196,2217,653430,421766,1509708,171581,1148,463,2875,256,145,3798,104176,42616,304856,91565,169207,327534,282919,167911,104699,106888,10399,1631223,1002817,410090,274954,2113,114634,8108,18352,22595,43404,52551,102078,40131,865,64
Uttar Pradesh,Jaunpur,25.70141280913127,82.54315351934063,194,4494204,2220465,2273739,2731677,8002,1565394,1166283,3981502,483750,4947,1286,7898,349,114,14358,181467,56508,926088,80582,665376,939616,769693,520111,353996,256398,25909,4875888,2826453,927026,689979,50746,131852,14453,32514,37350,65655,92407,249212,175397,1024,61
